Tweet,Label
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Everyone knows you're just copying others; have some originality. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You post the same boring stuff every day; it's embarrassing. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Maybe if you spent less time posting and more on improving, you'd be less pathetic. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Keep lying to yourself; no one else is convinced. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Just vanish from the internet, no one would even notice. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Stop trying so hard; everyone can see how sad it is. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re obsessed with getting people’s attention, aren’t you? Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about your so-called accomplishments; they're not impressive. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Do you think anyone believes your lies? It's all fake. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your career is a joke, everyone knows you cheated your way up. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You ruin everything you touch; just give it a rest. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody cares about what you say, it's pointless to keep talking. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Your whole life seems like a series of mistakes posted online. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You need validation for every little thing; it's sad to watch. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You're a parasite, always feeding off others for attention. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Nobody's impressed with you, and they never will be. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You think you're important? It’s sad how wrong you are. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"You’re nothing but a wannabe, always trying to fit in. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"Why do you try so hard to be something you’re not? It’s sad. Also, everyone thinks you're just trying too hard.",other_cyberbullying
"It’s hilarious you think anyone cares about your opinion. Also, everyone thinks you're just trying too hard.",other_cyberbullying
